x1, y1, sigma1, angle1, t1_x, t1_y, theta1, x2, y2, sigma2, angle2, t2_x, t2_y, theta2
594.989,813.889,9.4377e+06,131.733,1,1,0,885.9,530.46,787200,81.7806,1,5.18168,113.626
1238.59,569.694,9.56877e+06,93.9999,1,5.18168,90.9004,1272.22,583.413,1.23866e+07,95.2791,1,5.18168,90.9004
31.0998,455.01,1.33699e+07,67.0733,1,5.18168,170.438,100.199,344.767,9.4377e+06,80.9236,1,5.18168,124.988
1174.08,511.656,1.40908e+07,281.546,1,1,0,1203.83,540.412,1.4615e+07,278.984,1,1,0
87.4314,299.613,8.65152e+06,260.938,1,1,0,665.497,856.384,3.14624e+06,343.614,1,2.61757,136.833
365.508,1563.04,394239,97.9858,1,5.18168,34.0877,1577.39,94.2133,1.61224e+07,274.539,1,2.61757,0
114.388,1098.07,5.17837e+06,81.6918,1,5.18168,68.1753,152.353,1114.12,1.29764e+07,73.9673,1,2.61757,68.4167
250.336,707.012,8.4544e+06,106.421,1,2.61757,68.4167,295.537,720.499,9.24083e+06,105.685,1,2.61757,68.4167
457.779,815.048,1.21247e+07,321.095,1,1,0,320.037,914.986,131839,257.599,1,5.18168,159.076
956.258,297.776,5.70189e+06,208.667,1,5.18168,102.263,1013.28,329.255,8.97869e+06,200.416,1,5.18168,102.263
275.95,514.441,7.27526e+06,247.67,1,2.61757,45.6111,928.493,686.849,7.53715e+06,296.576,1,2.61757,136.833
26.3511,300.716,3.73632e+06,271.003,1,2.61757,159.639,69.8947,315.89,2.29453e+06,267.681,1,2.61757,159.639
580.842,455.408,1.16001e+07,29.6716,1,5.18168,56.8128,613.527,477.442,1.46803e+07,30.5401,1,5.18168,56.8128
1537.4,299.167,7.53741e+06,331.133,1,1,0,674.468,90.6652,1.34356e+07,238.939,1,2.61757,114.028
46.0311,298.656,1.32388e+07,114.006,1,2.61757,0,89.5343,313.634,8.58573e+06,110.497,1,2.61757,0
929.486,456.217,3.21203e+06,226.169,1,2.61757,91.2222,970.476,470.549,1.83578e+06,227.413,1,2.61757,91.2222
210.923,1103.27,4.45722e+06,277.632,1,2.61757,159.639,254.221,1119.64,7.53715e+06,278.71,1,2.61757,159.639
563.185,926.877,2.8183e+06,80.8176,1,5.18168,113.626,424.372,645.768,1.20589e+07,99.6559,1,5.18168,136.351
52.9607,298.739,9.56851e+06,298.33,1,5.18168,159.076,1649.33,432.663,6.03008e+06,112.633,1,5.18168,34.0877
359.036,572.585,2.688e+06,108.946,1,5.18168,159.076,1605.87,346.55,1.13385e+07,119.303,1,1,0
985.725,455.025,1.22557e+07,344.806,1,2.61757,114.028,1034.56,472.083,1.48772e+07,336.763,1,2.61757,114.028
510.15,1567.4,7.14419e+06,138.018,1,2.61757,159.639,551.402,1585.66,4.71885e+06,104.455,1,5.18168,170.438
27.5184,303.717,1.31123e+06,274.29,1,5.18168,159.076,71.3472,319.474,6.42304e+06,267.477,1,5.18168,159.076
428.951,509.56,1.02241e+07,274.577,1,5.18168,0,857.759,542.744,1.01586e+07,91.1689,1,5.18168,136.351
1015.7,572.184,2.03187e+06,248.615,1,2.61757,68.4167,1064.02,587.389,1.04865e+07,250.176,1,2.61757,68.4167
423.891,1567.75,393730,65.637,1,5.18168,124.988,1169.52,587.03,8.78259e+06,104.147,1,5.18168,136.351
1131.88,453.612,8.32333e+06,91.1917,1,5.18168,11.3626,1174.04,468.38,1.11462e+06,94.5857,1,5.18168,0
128.447,301.173,9.83066e+06,289.976,1,2.61757,159.639,1406.49,1756.14,1.52049e+07,277.586,1,1,0
1199.49,625.175,1.06173e+07,93.3522,1,5.18168,159.076,1242.64,638.394,1.32388e+07,91.1659,1,5.18168,159.076
476.505,931.203,9.50349e+06,240.779,1,1,0,625.836,809.819,3.80186e+06,100.323,1,2.61757,22.8056
1138.28,451.916,7.14368e+06,81.333,1,5.18168,0,1183.01,479.911,6.29197e+06,268.526,1,5.18168,170.438
262.982,382.484,1.06829e+07,286.455,1,2.61757,159.639,1228.95,598.596,66305,252.047,1,2.61757,45.6111
61.9545,304.164,1.1273e+07,122.083,1,2.61757,45.6111,104.366,319.174,5.96454e+06,121.723,1,2.61757,45.6111
379.538,514.045,1.52049e+07,93.1168,1,5.18168,90.9004,404.617,480.753,1.29769e+07,80.4803,1,5.18168,113.626
52.7382,708.884,8.19277e+06,25.6736,1,1,0,212.325,681.229,1.35665e+07,275.515,1,5.18168,22.7251
610.713,513.309,1.14691e+07,71.4841,1,5.18168,0,654.381,529.292,5.57082e+06,73.7934,1,5.18168,0
377.92,1322.74,262911,260.862,1,2.61757,91.2222,413.498,1511.05,6.02982e+06,81.0084,1,5.18168,102.263
1533.92,1102.4,9.30662e+06,86.5762,1,5.18168,159.076,1421.88,1772.22,4.064e+06,212.362,1,5.18168,79.5379
136.2,303.776,6.22618e+06,22.8136,1,5.18168,102.263,185.927,319.971,1.12724e+07,26.139,1,5.18168,102.263
871.502,513.503,8.19251e+06,73.5191,1,2.61757,45.6111,906.741,656.192,8.12698e+06,89.0861,1,5.18168,79.5379
33.6227,305.451,8.45491e+06,277.418,1,2.61757,159.639,1502.41,16.4233,1.25839e+07,109.114,1,2.61757,22.8056
119.232,1104.73,1.11414e+07,269.523,1,2.61757,0,163.576,1124.73,5.89926e+06,99.4431,1,2.61757,159.639
305.238,624.231,1.50784e+06,292.745,1,5.18168,170.438,1104.26,628.416,3.86714e+06,106.651,1,2.61757,159.639
51.8679,305.945,9.17555e+06,221.772,1,1,0,1125.95,585.201,3.67078e+06,127.871,1,2.61757,159.639
1075.94,573.016,1.0028e+07,265.714,1,1,0,1119.83,588.102,1.34359e+07,263.575,1,1,0
142.022,1102.52,2.09818e+06,79.2745,1,5.18168,11.3626,185.448,1120.86,1.02239e+07,82.2982,1,2.61757,0
314.661,383.898,2.75354e+06,21.1375,1,2.61757,114.028,98.5761,344.406,2.75302e+06,79.7587,1,5.18168,136.351
6.56887,573.178,983551,92.8357,1,2.61757,91.2222,885.469,654.686,5.76794e+06,87.9476,1,5.18168,90.9004
57.6209,306.663,4.26035e+06,157.943,1,2.61757,22.8056,1268.02,551.676,6.55462e+06,179.441,1,2.61757,45.6111
837.235,515.088,2.09766e+06,102.361,1,5.18168,22.7251,300.205,644.37,1.58602e+07,93.5326,1,5.18168,147.713
357.361,1103.97,1.29772e+07,102.539,1,2.61757,45.6111,189.452,1121.28,4.26061e+06,285.916,1,2.61757,136.833
1293.16,514.615,2.68749e+06,217.32,1,1,0,1338.89,524.753,5.50554e+06,214.562,1,1,0
558.905,930.757,1.90131e+06,264.381,1,5.18168,0,427.07,640.022,1.54668e+07,268.118,1,5.18168,22.7251
27.0573,703.713,459519,87.8213,1,5.18168,68.1753,100.915,357.001,2.03213e+06,92.7174,1,5.18168,113.626
571.969,1103.56,6.09536e+06,12.4897,1,1,0,1878.48,1050.43,1.36978e+07,119.431,1,5.18168,147.713
317.85,624.948,1.27145e+07,250.2,1,1,0,1210.4,1729.56,1.63845e+07,228.927,1,5.18168,79.5379
901.624,455.033,1.17975e+07,110.138,1,5.18168,113.626,945.094,469.696,4.98176e+06,108.61,1,5.18168,113.626
955.766,455.983,1.40905e+07,125.282,1,2.61757,136.833,999.873,471.864,1.0945e+07,122.648,1,2.61757,136.833
1251.27,307.405,1.00278e+07,337.709,1,1,0,616.094,1938.15,7.73376e+06,98.6091,1,2.61757,159.639
219.765,1104.84,1.01591e+07,113.796,1,5.18168,113.626,264.429,1120.67,1.70496e+06,115.282,1,5.18168,113.626
512.822,573.777,1.06831e+07,85.019,1,2.61757,114.028,548.398,579.094,1.00933e+07,91.7948,1,2.61757,114.028
147.869,1576.88,1.10761e+07,266.104,1,2.61757,68.4167,466.997,1468.76,1.35007e+07,75.9061,1,2.61757,114.028
262.221,709.396,6.22643e+06,267.626,1,2.61757,22.8056,305.844,725.263,2.81882e+06,264.899,1,2.61757,22.8056
1107.03,573.404,5.76768e+06,267.339,1,5.18168,11.3626,1149.3,590.838,7.9959e+06,267.047,1,5.18168,11.3626
62.5718,308.127,5.96429e+06,73.7022,1,2.61757,136.833,105.974,322.037,9.24109e+06,70.1534,1,2.61757,136.833
27.1666,458.413,7.66848e+06,124.323,1,5.18168,34.0877,263.663,363.646,1.5467e+07,228.868,1,2.61757,91.2222
1076.16,1105.6,1.03552e+07,95.9855,1,5.18168,170.438,1094.62,1101.36,1.15349e+07,91.9261,1,5.18168,170.438
1189.27,574.421,9.50298e+06,262.94,1,5.18168,0,1442.86,494.935,131329,252.986,1,5.18168,68.1753
261.009,458.085,1.44184e+07,261.768,1,5.18168,90.9004,1265.39,569.492,1.02899e+07,77.9211,1,5.18168,170.438
106.296,308.616,6.22643e+06,273.545,1,5.18168,34.0877,251.311,363.733,9.63482e+06,263.999,1,5.18168,68.1753
114.479,307.519,1.38947e+07,289.832,1,5.18168,136.351,159.899,321.867,6.55437e+06,290.644,1,5.18168,136.351
253.246,626.143,4.19533e+06,108.438,1,2.61757,136.833,297.297,640.921,4.78515e+06,106.384,1,2.61757,136.833
1090.98,516.324,9.30663e+06,94.5844,1,5.18168,113.626,1138.21,534.47,8.19252e+06,92.7051,1,5.18168,113.626
608.731,456.055,1.06176e+07,236.998,1,2.61757,22.8056,649.9,473.485,1.02899e+07,237.144,1,2.61757,22.8056
539.589,309.399,1.10758e+07,247.219,1,5.18168,90.9004,859.759,607.365,2.68749e+06,73.9086,1,5.18168,124.988
200.755,574.799,8.19302e+06,181.53,1,5.18168,68.1753,244.565,589.368,9.63456e+06,169.28,1,5.18168,68.1753
453.875,518.065,1.4423e+06,61.5256,1,2.61757,136.833,487.091,516.081,1.57289e+07,69.6305,1,2.61757,136.833
959.761,454.058,8.52019e+06,237.759,1,2.61757,91.2222,1004.72,471.939,1.38941e+07,245.821,1,2.61757,91.2222
426.352,1330.75,9.69984e+06,11.6611,1,2.61757,136.833,947.107,700.57,8.91392e+06,333.926,1,5.18168,124.988
526.256,1587.19,1.24621e+06,58.2862,1,5.18168,147.713,914.758,462.786,9.89696e+06,269.57,1,2.61757,68.4167
58.039,311.601,1.39599e+07,90.5947,1,2.61757,91.2222,83.322,434.632,8.58624e+06,89.2544,1,2.61757,91.2222
808.565,575.201,3.86765e+06,102.256,1,5.18168,11.3626,886.74,662.809,1.46153e+07,282.445,1,5.18168,159.076
322.957,711.395,1.03552e+07,168.162,1,1,0,1517.17,1974.79,6.4233e+06,312.556,1,2.61757,91.2222
1090.66,458.139,4.71885e+06,252.505,1,5.18168,90.9004,1133.54,474.169,5.43975e+06,250.944,1,5.18168,90.9004
380.966,628.272,8.25805e+06,62.0151,1,5.18168,170.438,411.21,1496.65,1.21247e+07,221.117,1,2.61757,91.2222
579.329,1330.4,4.71936e+06,263.417,1,2.61757,136.833,1269.67,1730.46,9.69984e+06,108.363,1,2.61757,159.639
459.734,1592.26,1.586e+07,119.131,1,2.61757,0,500.07,1600.08,1.37633e+07,100.805,1,5.18168,11.3626
1201.25,575.9,1.42874e+07,113.029,1,2.61757,0,1245.05,590.725,1.23213e+07,113.523,1,2.61757,0
538.027,815.16,131840,255.917,1,5.18168,79.5379,287.792,735.599,8.2583e+06,78.9836,1,2.61757,136.833
123.82,312.016,1.32388e+07,246.368,1,2.61757,91.2222,1647.35,420.069,3.80134e+06,70.4927,1,2.61757,136.833
561.449,817.649,7.79981e+06,256.638,1,5.18168,56.8128,641.88,843.397,9.04422e+06,305.6,1,1,0
1111.54,312.174,9.8962e+06,268.756,1,2.61757,45.6111,1142.17,352.599,3.01517e+06,270.38,1,5.18168,45.4502
383.956,626.816,1.57338e+06,262.691,1,5.18168,22.7251,440.809,631.197,8.3241e+06,271.723,1,5.18168,11.3626
435.677,1596.36,5.76794e+06,49.4577,1,5.18168,113.626,1194.1,608.438,5.57158e+06,290.473,1,1,0
270.099,935.651,1.19283e+07,91.6439,1,5.18168,113.626,313.292,954.377,983808,98.1141,1,5.18168,124.988
614.937,518.388,9.76563e+06,252.97,1,2.61757,159.639,657.801,534.103,5.17811e+06,254.26,1,2.61757,159.639
283.376,936.215,8.91392e+06,68.292,1,5.18168,170.438,326.806,953.053,7.34106e+06,67.1989,1,5.18168,170.438
1082.93,576.239,4.19507e+06,299.641,1,1,0,1127.72,592.059,1.17972e+07,298.393,1,1,0
287.187,458.529,4.06374e+06,258.329,1,5.18168,113.626,853.077,638.972,2.1632e+06,91.6434,1,5.18168,68.1753
1124.87,518.37,8.32333e+06,118.316,1,2.61757,91.2222,1161.95,540.512,4.78439e+06,111.973,1,2.61757,91.2222
571.95,314.99,5.63635e+06,253.563,1,2.61757,68.4167,1314.4,476.954,8.38938e+06,99.4628,1,2.61757,114.028
587.948,312.559,1.4091e+07,100.37,1,2.61757,159.639,476.746,337.123,1.42871e+07,115.008,1,2.61757,136.833
924.57,712.475,1.37702e+06,297.653,1,5.18168,147.713,967.477,731.626,4.98125e+06,109.506,1,5.18168,0
1032.05,577.295,655873,109.007,1,2.61757,159.639,1076.59,592.646,2.22874e+06,110.972,1,2.61757,159.639
1079.11,577.191,3.21152e+06,97.7346,1,2.61757,136.833,1125.05,595.631,1.20591e+07,98.1606,1,2.61757,136.833
1102.09,577.499,9.30637e+06,262.38,1,2.61757,0,1144.22,593.399,1.28453e+07,263.773,1,2.61757,0
353.828,625.887,5.89875e+06,267.553,1,5.18168,56.8128,98.5761,344.406,2.75302e+06,79.7587,1,5.18168,136.351
1129.19,577.456,1.25179e+07,251.189,1,5.18168,79.5379,1172.85,592.156,1.45495e+07,253.395,1,5.18168,79.5379
337.528,519.479,4.65383e+06,283.154,1,5.18168,159.076,1114.12,1871.8,1.83552e+06,90.0813,1,5.18168,159.076
542.293,315.231,9.63431e+06,279.91,1,2.61757,0,1216.87,620.171,3.80211e+06,99.0068,1,2.61757,159.639
1174.06,575.854,1.50085e+07,279.422,1,2.61757,0,357.655,413.671,6.88205e+06,83.0632,1,2.61757,68.4167
430.252,1336.98,7.20947e+06,137.878,1,1,0,95.0568,336.663,5.96429e+06,169.423,1,1,0
507.007,713.391,1.08142e+07,88.2179,1,5.18168,79.5379,229.342,346.848,1.00275e+07,277.139,1,5.18168,170.438
587.325,1335.92,5.76794e+06,84.7241,1,2.61757,114.028,1515.35,1796.17,8.91392e+06,118.9,1,2.61757,159.639
540.46,1597.54,1.06829e+07,267.423,1,5.18168,56.8128,1559.16,69.6645,7.60269e+06,85.2219,1,5.18168,34.0877
192.132,579.108,1.09448e+07,249.725,1,2.61757,22.8056,1248.88,1731.88,6.02957e+06,167.524,1,2.61757,91.2222
251.379,578.207,5.0473e+06,52.6158,1,2.61757,45.6111,296.532,593.267,7.07891e+06,62.9315,1,2.61757,45.6111
56.4979,313.748,983296,75.866,1,2.61757,136.833,100.98,328.774,5.30867e+06,74.374,1,2.61757,136.833
583.947,1337.9,4.71936e+06,74.557,1,2.61757,136.833,1515.35,1796.17,8.91392e+06,118.9,1,2.61757,159.639
500.984,821.171,6.09587e+06,184.456,1,2.61757,0,1127.32,1860.86,7.79904e+06,64.55,1,1,0
396.994,577.633,6.42304e+06,62.0334,1,5.18168,159.076,1658.71,395.223,1.36323e+07,68.5476,1,5.18168,147.713
445.706,1603.13,1.10111e+07,131.469,1,1,0,1852.1,1404.07,1.46806e+07,260.509,1,2.61757,91.2222
261.324,934.327,8.84762e+06,289.237,1,2.61757,136.833,307.153,952.705,1.52707e+07,295.715,1,2.61757,136.833
222.852,1112.65,3.73658e+06,314.285,1,5.18168,113.626,263.938,1125.98,1.42216e+07,321.44,1,2.61757,114.028
1026.15,576.785,4.85043e+06,292.327,1,1,0,1073.01,589.438,5.37447e+06,295.288,1,1,0
1118.13,577.748,1.55978e+07,128.752,1,5.18168,102.263,1162.35,591.792,8.97869e+06,123.821,1,5.18168,102.263
174.37,1113.34,983297,279.712,1,5.18168,113.626,214.919,1126.29,2.94938e+06,283.357,1,5.18168,113.626
27.9291,716.412,1.50835e+06,93.4253,1,5.18168,56.8128,100.915,357.001,2.03213e+06,92.7174,1,5.18168,113.626
1587.96,390.084,9.17555e+06,99.5753,1,5.18168,79.5379,1643.03,404.25,1.03552e+07,97.8336,1,5.18168,79.5379
1310.89,316.762,6.68493e+06,150.126,1,1,0,1597.68,348.446,1.13385e+07,87.9225,1,1,0
408.436,459.764,7.01286e+06,135.651,1,1,0,403.443,591.904,1.5926e+07,269.264,1,5.18168,34.0877
525.425,1608.19,8.19251e+06,270.668,1,2.61757,45.6111,407.287,1267.3,5.11258e+06,250.831,1,5.18168,136.351
60.1602,321.161,1.57949e+07,87.0616,1,2.61757,114.028,102.423,336.187,6.81651e+06,91.2475,1,2.61757,114.028
1218.13,629.015,5.37446e+06,248.04,1,1,0,1129.75,1854.08,8.06195e+06,283.888,1,2.61757,159.639
801.278,458.938,9.30662e+06,79.7878,1,5.18168,34.0877,453.233,1456.95,1.02244e+07,73.4705,1,5.18168,136.351
20.8402,519.779,1.06829e+07,71.2004,1,5.18168,113.626,249.399,358.054,393728,286.763,1,1,0
565.67,1343.22,5.30893e+06,251.977,1,5.18168,124.988,309.504,600.504,2.68774e+06,100.033,1,2.61757,45.6111
255.739,940.403,3.01491e+06,295.492,1,2.61757,0,299.502,953.671,2.95014e+06,298.614,1,2.61757,0
830.398,461.311,1.38291e+07,288.137,1,5.18168,136.351,876.012,476.683,1.30427e+07,292.503,1,5.18168,136.351
1039.09,580.389,1.43529e+07,103.501,1,5.18168,147.713,1082.97,595.5,1.278e+07,109.345,1,5.18168,147.713
1102.61,461.061,5.83296e+06,270.934,1,5.18168,136.351,19.7488,1516.44,6.55462e+06,78.6573,1,5.18168,45.4502
1575.03,392.497,2.81907e+06,247.585,1,2.61757,22.8056,670.781,61.8427,6.68493e+06,292.574,1,5.18168,0
388.697,522.17,1.31075e+07,281.778,1,5.18168,56.8128,437.708,524.466,8.32333e+06,278.289,1,5.18168,45.4502
1106.53,460.348,1.57289e+07,51.9234,1,2.61757,68.4167,1141.66,476.67,4.71911e+06,52.0668,1,2.61757,68.4167
887.091,715.108,1.645e+07,211.065,1,2.61757,136.833,282.272,613.252,1.52707e+07,13.1979,1,1,0
1240.36,459.552,5.89901e+06,88.7977,1,5.18168,124.988,65.0173,1050.09,1.54675e+07,87.059,1,2.61757,45.6111
247.338,393.651,1.32385e+07,266.569,1,5.18168,68.1753,83.604,1052.23,8.06144e+06,105.178,1,2.61757,0
279.886,938.677,1.35007e+07,261.78,1,5.18168,170.438,323.531,957.862,6.48832e+06,260.853,1,5.18168,170.438
189.087,579.02,7.79981e+06,234.56,1,5.18168,45.4502,231.387,595.211,1.18067e+06,224.383,1,5.18168,45.4502
223.41,714.367,6.81651e+06,270.414,1,5.18168,113.626,1457.38,1765.8,6.09562e+06,110.468,1,2.61757,159.639
572.536,320.441,1.32385e+07,260.883,1,2.61757,45.6111,1314.4,476.954,8.38938e+06,99.4628,1,2.61757,114.028
1645.42,319.28,7.99565e+06,93.6592,1,5.18168,90.9004,447.739,538.324,5.11232e+06,93.7934,1,5.18168,113.626
246.663,1114.01,6.68544e+06,16.3974,1,5.18168,102.263,287.94,1128.38,983808,13.9337,1,5.18168,102.263
238.682,396.947,1.70471e+06,333.546,1,1,0,310.842,449.946,3.40813e+06,130.824,1,5.18168,170.438
959.384,393.204,6.68518e+06,248.155,1,5.18168,79.5379,998.401,407.068,9.83066e+06,247.545,1,5.18168,79.5379
283.205,942.448,1.48772e+07,246.432,1,5.18168,0,326.722,957.65,8.19251e+06,242.828,1,5.18168,0
86.1255,322.487,2.1632e+06,99.0467,1,2.61757,91.2222,128.557,338.165,5.17786e+06,97.9579,1,2.61757,91.2222
247.13,1344.86,9.8967e+06,180.299,1,1,0,373.124,1121.01,1.48119e+07,53.2133,1,1,0
1143.84,580.117,6.29248e+06,215.386,1,5.18168,124.988,610.482,1890.17,1.47459e+07,40.6245,1,2.61757,159.639
882.007,630.221,1.05521e+07,158.092,1,1,0,925.776,644.71,5.96454e+06,172.996,1,1,0
55.6329,322.759,1.21249e+07,64.5568,1,5.18168,170.438,99.0563,338.076,9.7001e+06,62.395,1,5.18168,170.438
319.718,396.178,1.57944e+07,125.845,1,1,0,363.141,407.566,5.30867e+06,126.063,1,1,0
338.717,395.869,9.37216e+06,45.2552,1,2.61757,114.028,382.77,411.728,3.93293e+06,47.3683,1,2.61757,114.028
447.084,943.981,1.58602e+07,210.845,1,2.61757,45.6111,1839.42,1379.18,1.1797e+07,99.5601,1,2.61757,0
295.442,1114.06,7.01312e+06,268.789,1,5.18168,0,1413.76,1756.24,9.50323e+06,96.9426,1,5.18168,136.351
386.538,460.577,7.93063e+06,85.9512,1,5.18168,136.351,412.908,458.507,6.35776e+06,86.098,1,5.18168,136.351
642.377,460.91,1.14696e+07,258.869,1,2.61757,136.833,693.329,476.851,3.47366e+06,269.093,1,2.61757,114.028
266.635,716.733,6.68544e+06,86.213,1,5.18168,102.263,260.512,362.671,1.25839e+07,290.112,1,1,0
252.425,633.956,1.09453e+07,96.3452,1,5.18168,147.713,295.727,648.589,1.36978e+07,101.119,1,5.18168,147.713
811.711,460.505,1.48114e+07,86.178,1,5.18168,102.263,857.037,474.456,1.5074e+07,89.8868,1,5.18168,102.263
865.104,461.129,4.19482e+06,101.535,1,5.18168,68.1753,902.751,481.492,3.01542e+06,98.2007,1,5.18168,68.1753
486.542,822.553,4.12928e+06,284.113,1,2.61757,0,1563.31,1077.09,1.00275e+07,114.209,1,2.61757,159.639
951.119,460.964,8.91315e+06,113.576,1,5.18168,124.988,992.375,474.801,3.14598e+06,113.308,1,5.18168,124.988
1058.82,581.521,4.39168e+06,89.1321,1,2.61757,136.833,1100.92,594.262,2.75354e+06,98.8075,1,2.61757,136.833
249.911,1117.71,3.60474e+06,312.078,1,5.18168,124.988,286.116,1130.04,9.69984e+06,312.227,1,2.61757,136.833
405.246,1118.14,3.8016e+06,102.298,1,5.18168,56.8128,578.053,516.604,1.1797e+07,254.965,1,1,0
1046.25,460.655,1.06831e+07,110.036,1,1,0,1261.6,573.642,9.76589e+06,86.2899,1,5.18168,147.713
1097.78,524.11,6.75047e+06,102.025,1,2.61757,114.028,1142.03,541.998,4.981e+06,99.961,1,2.61757,114.028
1176.77,580.56,984063,124.067,1,5.18168,136.351,1507.11,492.98,2.49062e+06,133.222,1,2.61757,136.833
710.605,396.772,1.33041e+07,284.21,1,2.61757,159.639,753.304,418.037,1.19278e+07,284.589,1,2.61757,159.639
92.4474,325.066,8.52019e+06,82.1833,1,2.61757,114.028,129.495,340.528,1.67119e+07,80.706,1,2.61757,114.028
865.18,397.174,1.48116e+07,247.248,1,5.18168,68.1753,906.489,412.048,1.14693e+07,251.989,1,5.18168,68.1753
1254.81,523.719,5.70189e+06,201.148,1,2.61757,22.8056,1588.15,69.2246,5.17811e+06,53.7061,1,1,0
322.072,1118.59,1.00931e+07,261.124,1,5.18168,136.351,463.293,1435.21,1.44205e+06,271.693,1,5.18168,79.5379
924.653,396.697,1.40252e+07,237.237,1,5.18168,79.5379,968.375,412.227,1.54012e+07,229.988,1,5.18168,79.5379
1277.4,462.885,3.27731e+06,93.9999,1,2.61757,136.833,377.404,561.317,3.60474e+06,275.686,1,2.61757,45.6111
1314.56,396.654,4.65382e+06,146.946,1,1,0,1332.43,449.975,656127,307.484,1,1,0
356.464,712.608,6.29197e+06,237.765,1,2.61757,91.2222,1162.35,591.792,8.97869e+06,232.301,1,5.18168,102.263
233.626,1120.3,5.24365e+06,15.3663,1,5.18168,102.263,273.506,1134.63,1.40252e+07,1.51486,1,5.18168,102.263
39.2061,397.636,9.04448e+06,150.306,1,1,0,375.172,603.321,4.32589e+06,270.238,1,2.61757,22.8056
244.416,397.253,5.57133e+06,170.155,1,2.61757,159.639,298.968,426.762,6.816e+06,170.171,1,2.61757,159.639
718.22,526.089,7.60244e+06,269.284,1,5.18168,45.4502,762.505,565.574,3.08071e+06,273.815,1,5.18168,45.4502
570.084,1352.28,6.816e+06,318.221,1,1,0,572.308,775.756,2.688e+06,257.572,1,2.61757,68.4167
283.09,458.727,1.59918e+07,261.174,1,5.18168,124.988,1535.83,47.3482,1.25179e+07,82.6123,1,5.18168,102.263
996.422,525.423,1.16001e+07,228.61,1,2.61757,136.833,1041.14,541.351,1.06171e+07,230.646,1,2.61757,136.833
167.102,1626.08,7.34029e+06,208.906,1,5.18168,113.626,931.698,685.279,1.24544e+06,239.681,1,1,0
785.933,399.379,4.45722e+06,219.238,1,2.61757,114.028,817.821,419.789,5.24339e+06,206.733,1,2.61757,114.028
1180.87,631.217,3.27782e+06,289.027,1,1,0,1224.44,645.982,6.88205e+06,291.151,1,1,0
797.076,462.064,1.00278e+07,41.1613,1,5.18168,79.5379,844.437,480.786,1.20589e+07,44.6049,1,2.61757,68.4167
1220.6,582.052,1.48774e+07,89.8109,1,2.61757,114.028,1263.23,596.632,5.76794e+06,91.8446,1,2.61757,114.028
826.172,461.843,9.56877e+06,143.027,1,1,0,869.915,476.191,1.33043e+07,148.656,1,1,0
603.113,946.338,2.55667e+06,275.226,1,5.18168,0,399.955,1666.29,1.27145e+07,276.872,1,2.61757,45.6111
495.176,1628.32,1.50735e+07,97.5363,1,5.18168,11.3626,500.07,1600.08,1.37633e+07,100.805,1,5.18168,11.3626
25.5783,716.044,2.88384e+06,77.8128,1,5.18168,147.713,102.991,348.601,590591,95.9349,1,5.18168,68.1753
247.938,1122.43,7.60243e+06,63.1888,1,2.61757,68.4167,1678.42,60.9933,7.34054e+06,230.989,1,1,0
259.448,720.871,8.25856e+06,269.699,1,5.18168,11.3626,162.32,312.321,4.45722e+06,112.035,1,1,0
52.9152,945.342,1.24524e+07,82.4579,1,2.61757,68.4167,1128.99,1908.89,3.93293e+06,218.997,1,2.61757,114.028
225.784,583.661,3.01517e+06,261.607,1,2.61757,114.028,269.009,601.007,3.0807e+06,267.758,1,2.61757,114.028
55.2079,329.326,3.53946e+06,80.6847,1,5.18168,136.351,98.5761,344.406,2.75302e+06,79.7587,1,5.18168,136.351
389.603,1359.72,5.57107e+06,73.7304,1,2.61757,114.028,457.027,1441.22,1.00931e+07,79.413,1,5.18168,113.626
180.667,328.568,1.63942e+06,283.958,1,5.18168,147.713,229.711,338.313,1.32388e+07,91.3249,1,2.61757,22.8056
274.653,944.398,4.52301e+06,244.57,1,2.61757,45.6111,317.381,960.806,9.30714e+06,243.244,1,2.61757,45.6111
29.4052,462.496,3.53946e+06,76.9516,1,5.18168,170.438,953.286,709.39,1.63891e+06,77.0673,1,5.18168,102.263
250.174,578.633,852224,108.205,1,2.61757,91.2222,294.225,593.64,1.00273e+07,105.669,1,2.61757,91.2222
307.934,824.562,8.19251e+06,323.088,1,1,0,1068.46,659.196,131839,91.9592,1,5.18168,159.076
399.902,721.985,1.2457e+06,86.9985,1,5.18168,90.9004,487.36,1556.11,1.46156e+07,75.5967,1,2.61757,91.2222
312.754,526.541,1.42871e+07,238.77,1,5.18168,147.713,1297.79,489.745,6.94784e+06,254.361,1,5.18168,11.3626
1045.09,581.876,5.17811e+06,129.409,1,2.61757,136.833,1091.54,598.355,5.24365e+06,131.647,1,2.61757,136.833
604.611,463.284,6.55411e+06,186.519,1,5.18168,56.8128,647.375,482.492,6.68544e+06,188.003,1,5.18168,56.8128
709.079,400.503,655875,299.587,1,2.61757,136.833,747.776,417.961,983555,300.349,1,2.61757,136.833
442.047,947.449,9.04448e+06,240.523,1,1,0,1343.73,1951.64,1.37633e+07,298.492,1,1,0
600.612,825.445,1.04207e+07,62.931,1,5.18168,113.626,463.216,1364.91,1.45495e+07,97.3557,1,5.18168,34.0877
215.843,584.279,4.39168e+06,276.113,1,2.61757,91.2222,259.335,601.135,3.93293e+06,280.847,1,2.61757,91.2222
