x1, y1, sigma1, angle1, t1_x, t1_y, theta1, x2, y2, sigma2, angle2, t2_x, t2_y, theta2
7.34207,499.234,4.58829e+06,99.6837,1,2.61757,22.8056,167.183,1118.98,1.6254e+07,54.1334,1,1,0
1532.32,448.437,1.52051e+07,247.684,1,5.18168,22.7251,1274.41,504.422,1.38289e+07,237.622,1,5.18168,11.3626
257.186,499.963,4.58829e+06,283.762,1,2.61757,45.6111,1004.63,780.531,4.06374e+06,282.485,1,2.61757,114.028
558.748,1062.08,2.22874e+06,81.4929,1,5.18168,124.988,1264.24,1727.32,5.04704e+06,281.508,1,1,0
88.6792,1065.87,1.35012e+07,79.2026,1,5.18168,79.5379,142.661,1086.03,1.2715e+07,84.1755,1,5.18168,68.1753
1199.72,558.364,1.44187e+07,256.024,1,5.18168,0,1243.46,573.111,1.21249e+07,257.237,1,5.18168,0
704.179,116.028,3.8016e+06,308.388,1,2.61757,0,1260.36,522.484,1.01586e+07,278.617,1,2.61757,22.8056
351.379,1519.07,8.58598e+06,276.971,1,5.18168,170.438,400.853,1569.93,1.43529e+07,71.3169,1,5.18168,124.988
378.885,1064.81,5.57107e+06,62.5166,1,2.61757,114.028,1152.38,609.492,2.4256e+06,100.567,1,1,0
169.269,1066.36,1.61224e+07,228.329,1,1,0,427.788,1458.96,525055,328.51,1,1,0
225.887,797.293,1.52049e+07,11.7918,1,1,0,444.765,654.439,2.03238e+06,123.108,1,5.18168,22.7251
708.216,121.108,1.13382e+07,294.127,1,5.18168,0,1480.39,484.275,1.47461e+07,294.29,1,1,0
871.653,450.329,4.85069e+06,285.403,1,2.61757,0,601.15,807.381,4.19533e+06,309.587,1,2.61757,0
606.321,122.01,1.37702e+06,336.352,1,1,0,96.9169,166.449,8.45491e+06,90.3909,1,5.18168,34.0877
24.8453,362.122,5.24314e+06,206.902,1,1,0,68.5044,377.272,1.36325e+07,202.64,1,1,0
56.9431,1066.52,1.14693e+07,50.273,1,5.18168,113.626,462.278,499.406,4.45722e+06,69.8819,1,2.61757,91.2222
644.617,125.422,1.50083e+07,268,1,2.61757,91.2222,1672.22,67.5701,7.20973e+06,86.9367,1,2.61757,159.639
195.76,559.667,8.12672e+06,262.906,1,5.18168,11.3626,1365.46,1970.45,2.1632e+06,279.661,1,2.61757,22.8056
1383.34,500.311,1.46806e+07,119.806,1,2.61757,136.833,1422.39,511.636,7.79904e+06,279.957,1,1,0
947.876,448.087,9.69984e+06,256.587,1,5.18168,102.263,990.433,462.209,1.57947e+07,259.448,1,5.18168,102.263
260.292,360.887,1.63917e+06,50.5032,1,5.18168,102.263,304.12,374.809,1.21902e+07,49.5131,1,5.18168,102.263
353.679,1521.7,8.97869e+06,80.1794,1,5.18168,102.263,397.056,1538.68,4.32563e+06,76.2981,1,5.18168,102.263
245.338,910.287,4.91571e+06,278.647,1,5.18168,68.1753,903.716,660.532,2.42534e+06,282.58,1,5.18168,170.438
1498.64,500.985,3.40838e+06,104.065,1,5.18168,113.626,1103.77,596.531,4.32589e+06,99.2945,1,5.18168,136.351
1578.27,448.36,1.42876e+07,81.1002,1,2.61757,136.833,1618.12,451.617,1.06173e+07,88.1181,1,5.18168,113.626
49.9964,500.715,1.53357e+07,87.328,1,2.61757,114.028,81.2225,508.712,9.11002e+06,89.8536,1,5.18168,113.626
613.893,133.834,262655,343.192,1,1,0,656.346,1938.53,1.45498e+07,244.16,1,2.61757,91.2222
261.15,501.155,9.76563e+06,276.751,1,5.18168,45.4502,1003.45,779.714,4.98125e+06,290.879,1,2.61757,91.2222
374.454,797.992,66047,264.24,1,2.61757,68.4167,1321.5,1741.36,1.1404e+07,348.649,1,2.61757,114.028
183.403,1064.99,656383,85.4058,1,5.18168,0,226.404,1082.15,9.11027e+06,85.6248,1,5.18168,0
354.299,558.779,2.36007e+06,224.742,1,2.61757,136.833,1133.22,1864.9,1.4156e+07,287.829,1,2.61757,0
1527.95,1067.93,2.22899e+06,186.689,1,2.61757,136.833,1571.49,1082.84,1.62534e+07,181.166,1,2.61757,136.833
359.181,558.651,1.08797e+07,80.9965,1,5.18168,124.988,152.353,1114.12,1.29764e+07,73.9673,1,2.61757,68.4167
97.2699,1071.01,6.03008e+06,87.4064,1,5.18168,56.8128,142.661,1086.03,1.2715e+07,84.1755,1,5.18168,68.1753
484.331,502.117,3.53971e+06,116.249,1,2.61757,159.639,526.664,517.553,1.30424e+07,119.939,1,2.61757,159.639
814.332,616.63,1.16657e+07,87.7761,1,5.18168,90.9004,232.982,1091.42,6.75098e+06,272.951,1,5.18168,147.713
600.617,1522.67,7.86509e+06,89.8078,1,2.61757,68.4167,315.141,997.716,1.52709e+07,80.3219,1,5.18168,45.4502
505.042,800.295,8.84787e+06,245.874,1,2.61757,159.639,1865.01,1066.43,6.48858e+06,97.7373,1,2.61757,91.2222
340.599,692.083,9.17606e+06,265.69,1,5.18168,68.1753,1547.68,499.773,1.90157e+06,249.719,1,2.61757,22.8056
368.277,1068.33,5.50554e+06,93.2957,1,5.18168,102.263,933.065,464.697,1.11421e+07,275.047,1,2.61757,0
512.815,799.951,1.54015e+07,38.2542,1,1,0,1642.02,370.836,6.816e+06,117.616,1,1,0
552.842,908.847,7.7335e+06,81.1371,1,2.61757,114.028,252.193,361.721,1.48122e+07,113.195,1,2.61757,136.833
566.054,1068.99,7.73376e+06,86.301,1,5.18168,68.1753,1411.28,1754.79,4.85069e+06,291.183,1,2.61757,136.833
972.011,448.5,5.83296e+06,236.037,1,5.18168,102.263,1014.58,464.061,7.07815e+06,237.536,1,5.18168,102.263
351.735,1066.69,3.80211e+06,97.2594,1,2.61757,114.028,1345.17,470.904,6.29222e+06,296.34,1,1,0
159.515,362.726,1.46808e+07,89.963,1,5.18168,113.626,201.613,377.083,2.68724e+06,87.0346,1,5.18168,113.626
1144.73,448.468,1.25834e+07,204.588,1,2.61757,114.028,1187.48,463.238,2.75328e+06,202.484,1,2.61757,114.028
450.319,1528.73,1.25834e+07,111.395,1,5.18168,0,455.688,1474.48,1.0486e+07,117.512,1,2.61757,22.8056
358.534,1530.17,1.02246e+07,90.3595,1,5.18168,56.8128,400.886,1540.99,6.35802e+06,89.4377,1,5.18168,56.8128
187.231,1070.55,1.02239e+07,274.324,1,2.61757,136.833,228.82,1089.3,1.23873e+07,265.721,1,2.61757,159.639
1437.48,502.355,5.11232e+06,115.895,1,5.18168,113.626,493.336,1405.93,1.10758e+07,125.823,1,2.61757,0
56.7331,365.383,3.47418e+06,77.8781,1,5.18168,147.713,100.915,357.001,2.03213e+06,92.7174,1,5.18168,113.626
1563.67,448.937,9.24134e+06,171.289,1,2.61757,45.6111,1604.64,458.133,9.37242e+06,176.094,1,2.61757,45.6111
153.281,211.361,721667,117.587,1,5.18168,34.0877,167.061,272.253,4.5225e+06,118.993,1,5.18168,34.0877
1648.62,210.927,459523,89.7823,1,2.61757,114.028,475.382,1501.71,7.66822e+06,136.595,1,2.61757,0
272.207,910.769,1.2649e+07,74.5111,1,2.61757,0,316.729,933.119,1.3632e+07,76.284,1,2.61757,0
1604.01,448.905,1.26487e+07,87.9245,1,5.18168,159.076,1646.13,468.161,4.19507e+06,89.5742,1,5.18168,170.438
1641.66,230.103,5.57082e+06,240.062,1,5.18168,0,1700.98,242.329,1.08137e+07,246.578,1,5.18168,0
1011.92,561.307,5.04704e+06,299.454,1,1,0,1073.01,589.438,5.37447e+06,295.288,1,1,0
229.399,450.259,6.29197e+06,304.805,1,1,0,1625.33,1145.31,5.76819e+06,350.048,1,2.61757,114.028
529.294,1533.56,8.58598e+06,127.781,1,1,0,297.669,623.026,8.38938e+06,284.957,1,5.18168,170.438
417.599,1287.16,1.14698e+07,90.469,1,5.18168,68.1753,251.821,357.267,1.43529e+07,252.264,1,2.61757,68.4167
517.099,911.448,1.52707e+07,273.083,1,5.18168,0,120.286,1082.01,6.68493e+06,291.577,1,5.18168,159.076
1221.2,561.365,1.04909e+06,247.459,1,1,0,424.394,659.253,1.02902e+07,316.289,1,2.61757,22.8056
404.549,235.704,5.37446e+06,216.654,1,5.18168,102.263,495.856,1420.15,1.20594e+07,33.4907,1,5.18168,147.713
101.206,1070.78,6.75123e+06,85.8184,1,5.18168,68.1753,142.661,1086.03,1.2715e+07,84.1755,1,5.18168,68.1753
955.805,450.79,5.30918e+06,279.374,1,5.18168,136.351,999.543,467.164,9.83117e+06,283.894,1,5.18168,136.351
230.171,365.032,6.94784e+06,272.115,1,5.18168,45.4502,252.897,363.876,3.01491e+06,265.606,1,2.61757,45.6111
1125.02,561.43,1.46808e+07,270.825,1,5.18168,34.0877,1162.75,579.556,1.4943e+07,264.36,1,5.18168,34.0877
1211.23,563.621,1.57294e+07,102.546,1,5.18168,90.9004,1254.84,577.813,4.06426e+06,101.588,1,5.18168,79.5379
1479.93,450.424,1.09448e+07,95.5899,1,5.18168,68.1753,1527.01,462.396,9.76512e+06,100.922,1,5.18168,68.1753
1403.39,562.045,9.56903e+06,96.1899,1,5.18168,124.988,1436.99,562.565,3.27757e+06,97.8649,1,5.18168,124.988
164.354,1075.63,1.40908e+07,291.118,1,2.61757,91.2222,83.4909,1054.78,9.56877e+06,297.819,1,5.18168,147.713
618.198,502.435,7.60294e+06,280.49,1,2.61757,68.4167,380.431,567.485,2.81856e+06,260.809,1,5.18168,22.7251
408.126,1291.08,1.3632e+07,78.5079,1,5.18168,147.713,304.046,1130.06,5.76794e+06,305.312,1,1,0
364.215,616.518,721408,267.541,1,5.18168,68.1753,397.698,585.247,8.32358e+06,258.53,1,5.18168,113.626
355.081,1073.55,1.37728e+06,85.3111,1,5.18168,136.351,319.226,1012.81,8.52019e+06,74.4213,1,5.18168,79.5379
362.235,912.835,1.20591e+07,249.495,1,2.61757,136.833,1116.96,635.11,9.8967e+06,244.107,1,1,0
1149.94,503.431,8.51994e+06,265.149,1,5.18168,159.076,1411.6,479.762,9.37242e+06,99.7544,1,2.61757,0
200.383,366.265,1.12727e+07,67.394,1,2.61757,91.2222,329.999,974.299,9.11002e+06,93.4743,1,2.61757,45.6111
432.943,250.999,1.45498e+07,231.525,1,5.18168,102.263,1553.18,506.781,5.57133e+06,97.3205,1,2.61757,136.833
365.541,700.389,9.96198e+06,105.003,1,5.18168,147.713,299.133,708.414,1.16662e+07,26.7586,1,1,0
366.075,1076.9,4.45747e+06,70.5346,1,5.18168,102.263,641.88,843.397,9.04422e+06,305.6,1,1,0
132.794,251.87,9.83091e+06,88.8525,1,5.18168,11.3626,1615.25,105.307,5.89901e+06,100.005,1,2.61757,159.639
1202.56,504.912,6.88154e+06,266.415,1,5.18168,22.7251,1244.92,524.76,8.71655e+06,264.224,1,5.18168,22.7251
249.845,560.71,1.31077e+07,89.9046,1,2.61757,68.4167,428.69,636.134,5.37421e+06,260.356,1,5.18168,34.0877
670.975,449.908,1.19281e+07,60.3056,1,2.61757,68.4167,713.08,466.537,6.29197e+06,61.5458,1,2.61757,68.4167
240.561,366.321,1.04863e+07,241.21,1,2.61757,91.2222,26.821,661.123,9.24134e+06,172.517,1,1,0
918.009,699.989,7.53741e+06,96.957,1,2.61757,45.6111,302.499,394.379,8.52019e+06,242.486,1,2.61757,114.028
1085.14,367.399,1.09453e+07,277.31,1,2.61757,22.8056,1122,389.126,6.68544e+06,276.258,1,2.61757,22.8056
185.547,1077.25,656383,266.949,1,5.18168,170.438,226.404,1082.15,9.11027e+06,85.6248,1,5.18168,0
753.095,452.17,1.06829e+07,318.731,1,2.61757,114.028,1130.77,576.287,7.66797e+06,101.892,1,2.61757,136.833
190.442,504.762,3.73606e+06,246.164,1,1,0,319.239,916.454,1.5467e+07,272.872,1,5.18168,170.438
981.308,616.604,1.14038e+07,86.2764,1,2.61757,114.028,1012.74,635.445,1.37631e+07,72.4023,1,2.61757,114.028
1175.58,563.126,2.16346e+06,103.458,1,5.18168,79.5379,1216.62,581.383,1.57947e+07,101.679,1,5.18168,79.5379
382.552,504.588,1.18042e+06,98.1511,1,5.18168,68.1753,403.097,481.217,7.86483e+06,95.1452,1,5.18168,79.5379
587.722,1291.54,8.58573e+06,70.6805,1,2.61757,159.639,264.656,574.831,1.45498e+07,76.0144,1,5.18168,68.1753
992.583,503.721,4.9815e+06,142.107,1,5.18168,170.438,1037.2,520.443,7.66848e+06,139.616,1,5.18168,170.438
15.9224,804.095,1.7705e+06,84.1252,1,5.18168,102.263,952.696,693.237,3.4089e+06,80.4182,1,5.18168,68.1753
998.913,257.93,6.02957e+06,93.1448,1,5.18168,90.9004,1069.51,298.796,9.43744e+06,92.3931,1,5.18168,90.9004
255.316,564.65,1.22557e+07,113.357,1,5.18168,56.8128,314.594,610.91,6.75123e+06,112.319,1,5.18168,45.4502
411.248,1293.39,1.45495e+07,110.216,1,2.61757,22.8056,893.944,650.312,1.29769e+07,86.3545,1,2.61757,45.6111
589.996,1536.95,9.37216e+06,171.223,1,1,0,1647.66,421.511,1.17975e+07,50.2756,1,2.61757,159.639
1468.49,504.034,1.31149e+06,250.928,1,2.61757,45.6111,1517.52,516.187,9.8967e+06,258.9,1,5.18168,45.4502
1203.84,567.282,1.36973e+07,186.435,1,1,0,1246.73,581.68,1.36973e+07,186.107,1,1,0
1504.66,505.023,1.47461e+07,257.22,1,5.18168,11.3626,263.751,1022.25,6.22694e+06,242.743,1,2.61757,159.639
1044.58,261.67,1.57364e+06,247.819,1,5.18168,79.5379,1651.08,80.6835,2.29478e+06,92.3116,1,5.18168,102.263
288.202,451.73,1.31077e+07,275.071,1,5.18168,22.7251,1578.9,71.1515,1.24529e+07,280.419,1,2.61757,159.639
156.668,1078.15,1.31123e+06,271.073,1,5.18168,159.076,635.179,1825.04,3.01542e+06,205.003,1,1,0
40.9959,263.123,1.11419e+07,289.337,1,5.18168,170.438,84.9887,278.989,9.7001e+06,288.014,1,5.18168,170.438
374.914,1081.6,1.3698e+07,103.456,1,5.18168,56.8128,1902.1,1435.86,4.39117e+06,307.308,1,1,0
236.181,806.879,1.15348e+07,80.6356,1,2.61757,91.2222,618.773,831.096,9.50349e+06,98.9174,1,5.18168,159.076
224.826,565.429,918272,68.7329,1,2.61757,91.2222,270.042,584.567,9.7001e+06,70.9287,1,5.18168,90.9004
115.855,1083.33,2.94989e+06,48.8631,1,5.18168,113.626,157.717,1103.62,3.73606e+06,50.546,1,5.18168,113.626
441.81,264.274,7.73402e+06,253.46,1,2.61757,68.4167,1105.4,478.931,1.0814e+07,69.3667,1,2.61757,68.4167
740.488,564.727,3.80135e+06,74.1997,1,5.18168,124.988,805.86,651.941,4.52224e+06,65.9794,1,5.18168,124.988
1027.18,505.613,5.37472e+06,104.21,1,5.18168,136.351,1080.81,529.843,9.24135e+06,104.338,1,5.18168,136.351
1271.85,504.952,9.63405e+06,158.738,1,2.61757,45.6111,1318.52,503.311,1.35667e+07,151.201,1,2.61757,45.6111
1571.42,372.012,3.67078e+06,94.6884,1,1,0,687.919,118.536,1.21249e+07,9.28143,1,2.61757,159.639
494.305,269.495,1.07484e+07,161.819,1,5.18168,113.626,519.772,1671.75,65793,343.993,1,2.61757,136.833
832.675,451.043,1.06831e+07,80.4369,1,5.18168,68.1753,1242.74,595.442,1.44256e+06,101.727,1,2.61757,68.4167
431.393,1294.48,5.37446e+06,121.627,1,5.18168,34.0877,424.928,632.771,6.88205e+06,286.553,1,2.61757,45.6111
461.255,269.572,4.12928e+06,276.524,1,5.18168,0,1216.27,600.97,5.96454e+06,270.398,1,5.18168,0
539.927,915.404,1.15351e+07,63.7494,1,2.61757,114.028,309.566,713.38,1.13385e+07,90.5079,1,5.18168,45.4502
981.301,450.793,1.61221e+07,39.9766,1,2.61757,91.2222,1026.43,466.809,1.38939e+07,45.0258,1,2.61757,91.2222
1021.42,565.065,5.89901e+06,220.831,1,5.18168,102.263,1073.44,582.14,1.06173e+07,223.571,1,5.18168,102.263
1608.27,369.073,8.97894e+06,79.3411,1,5.18168,56.8128,98.3316,351.322,7.60243e+06,107.254,1,2.61757,68.4167
45.721,269.78,1.20594e+07,110.607,1,2.61757,0,90.4252,285.521,9.7001e+06,108.578,1,2.61757,0
247.433,915.488,8.65178e+06,281.013,1,5.18168,147.713,293.862,933.752,1.06179e+07,282.005,1,5.18168,147.713
519.582,1085.88,1.14043e+07,333.704,1,1,0,1133.57,1847.99,8.78234e+06,99.6124,1,5.18168,45.4502
1101.27,564.904,4.65408e+06,157.347,1,5.18168,79.5379,1142.99,580.726,9.37267e+06,164.793,1,5.18168,79.5379
22.9806,273.003,3.93267e+06,265.754,1,2.61757,22.8056,66.9108,287.48,9.69984e+06,265.118,1,2.61757,22.8056
46.0198,701.715,1.0486e+07,94.4012,1,2.61757,68.4167,20.9007,779.721,1.62532e+07,58.9981,1,2.61757,159.639
1289.81,450.853,1.00275e+07,90.0872,1,5.18168,136.351,1330.54,460.776,1.65809e+07,89.7722,1,5.18168,136.351
1189.95,506.153,1.16006e+07,267.364,1,2.61757,22.8056,1228.88,531.381,8.65152e+06,265.453,1,2.61757,22.8056
117.608,1086.4,1.21902e+07,49.7983,1,5.18168,113.626,157.814,1104.74,1.5991e+07,52.6416,1,5.18168,113.626
1457.24,453.048,8.38938e+06,221.596,1,2.61757,68.4167,1507.87,463.67,7.66848e+06,230.092,1,2.61757,68.4167
1566.91,453.115,1.35007e+07,126.234,1,2.61757,68.4167,1603.53,463.714,5.63635e+06,127.315,1,2.61757,68.4167
301.856,370.929,4.12979e+06,117.002,1,1,0,346.371,386.044,1.36978e+07,120.261,1,1,0
375.401,621.839,1.52704e+07,92.6985,1,2.61757,114.028,428.895,511.354,3.14624e+06,93.389,1,5.18168,90.9004
760.99,566.327,1.25837e+07,124.65,1,5.18168,136.351,816.518,632.932,983300,116.37,1,5.18168,136.351
342.952,1543.77,7.93062e+06,96.0371,1,5.18168,22.7251,356.555,441.424,9.4377e+06,94.4576,1,2.61757,68.4167
469.52,1298.63,5.11283e+06,97.2125,1,2.61757,91.2222,980.845,719.901,4.32614e+06,132.47,1,1,0
10.9405,278.049,1.32388e+07,297.976,1,2.61757,136.833,365.349,422.375,2.88384e+06,158.8,1,2.61757,0
235.866,452.548,852735,65.0845,1,2.61757,91.2222,1518.55,1976.68,6.1609e+06,280.919,1,5.18168,113.626
160.595,1085.2,9.56902e+06,275.653,1,5.18168,136.351,1252.46,576.171,1.55981e+07,103.894,1,5.18168,68.1753
829.126,565.168,1.11462e+06,79.0986,1,2.61757,114.028,1257.43,1981.16,5.89875e+06,283.847,1,5.18168,136.351
27.2481,277.742,2.49114e+06,113.777,1,2.61757,22.8056,71.0124,291.352,5.11258e+06,104.427,1,2.61757,22.8056
62.5157,277.95,5.89901e+06,50.2813,1,2.61757,114.028,106.663,275.041,1.40255e+07,59.0127,1,2.61757,114.028
16.5542,277.523,9.63456e+06,93.761,1,2.61757,159.639,61.0583,293.577,1.08142e+07,91.9643,1,2.61757,159.639
51.0201,373.231,1.23868e+07,91.954,1,5.18168,68.1753,964.703,698.21,7.86509e+06,81.1521,1,5.18168,56.8128
1127.11,617.577,5.44026e+06,15.0199,1,1,0,1260.28,631.04,1.33699e+07,215.948,1,1,0
132.047,1549.03,1.23873e+07,115.159,1,2.61757,159.639,1150.74,588.229,8.32358e+06,242.489,1,2.61757,45.6111
1398.72,281.093,1.31735e+07,136.418,1,5.18168,147.713,22.9261,1523.97,1.05516e+07,308.277,1,2.61757,22.8056
740.328,917.675,7.53716e+06,261.291,1,5.18168,22.7251,727.318,1002.99,7.27501e+06,262.659,1,5.18168,22.7251
485.371,507.554,1.31077e+07,268.46,1,1,0,529.448,522.845,1.66467e+07,261.659,1,1,0
719.337,507.898,5.57082e+06,269.801,1,2.61757,68.4167,760.955,542.623,1.06826e+07,274.983,1,2.61757,68.4167
213.682,568.627,9.6343e+06,265.97,1,2.61757,22.8056,256.618,587.519,1.28456e+07,96.8207,1,2.61757,159.639
406.834,1303.53,6.6857e+06,87.5352,1,2.61757,22.8056,967.996,714.633,1.25181e+07,83.4678,1,2.61757,45.6111
550.438,702.231,3.34311e+06,73.5795,1,5.18168,136.351,519.686,612.135,7.99565e+06,82.2072,1,5.18168,136.351
841.536,619.461,1.18042e+06,81.8197,1,2.61757,91.2222,878.488,633.453,1.47464e+07,74.2379,1,2.61757,91.2222
571.571,282.62,5.57133e+06,267.296,1,2.61757,22.8056,41.9856,578.495,1.27805e+07,80.3761,1,2.61757,114.028
1520.24,374.165,5.57082e+06,88.4544,1,5.18168,124.988,405.302,1553.26,7.27475e+06,294.701,1,5.18168,170.438
795.873,566.952,9.10976e+06,94.6135,1,5.18168,170.438,825.203,603.499,3.47392e+06,91.7992,1,5.18168,170.438
132.032,1091.43,1.06831e+07,75.7622,1,5.18168,90.9004,176.152,1109.53,7.20973e+06,70.8931,1,5.18168,90.9004
873.52,452.977,1.00933e+07,114.506,1,2.61757,159.639,601.15,807.381,4.19533e+06,309.587,1,2.61757,0
43.1931,283.733,6.81651e+06,309.97,1,2.61757,136.833,86.685,298.705,590591,302.189,1,2.61757,136.833
1029.19,566.565,1.49425e+07,287.213,1,1,0,1073.56,581.705,7.7335e+06,291.493,1,1,0
466.739,285.289,918273,97.9581,1,5.18168,170.438,1216.27,600.97,5.96454e+06,270.398,1,5.18168,0
1067.75,567.301,1.54673e+07,237.304,1,5.18168,90.9004,98.0479,1558.24,1.04205e+07,243.024,1,2.61757,45.6111
882.365,508.523,131839,89.6091,1,1,0,1225.98,644.801,3.27731e+06,96.8724,1,2.61757,45.6111
22.9621,920.656,3.93267e+06,101.675,1,2.61757,136.833,328.276,975.426,7.60294e+06,178.548,1,1,0
792.079,285.223,1.36323e+07,97.5544,1,2.61757,159.639,838.088,297.787,1.44842e+07,100.346,1,2.61757,159.639
1115.64,567.321,9.83066e+06,263.134,1,2.61757,68.4167,1156.34,584.173,1.02894e+07,257.989,1,2.61757,68.4167
1118.53,566.027,5.50554e+06,265.052,1,5.18168,79.5379,1159.32,582.776,1.12072e+07,260.966,1,5.18168,79.5379
47.4126,372.971,4.65357e+06,97.9207,1,5.18168,56.8128,698.218,449.152,8.58573e+06,260.957,1,2.61757,136.833
1171.47,452.723,9.1753e+06,333.865,1,2.61757,136.833,378.748,595.004,1.13388e+07,3.60284,1,2.61757,0
265.747,703.794,1.24529e+07,275.957,1,5.18168,11.3626,310.089,717.838,1.54017e+07,277.717,1,5.18168,11.3626
1127.59,564.874,4.78438e+06,114.16,1,2.61757,136.833,1158.86,496.257,8.91341e+06,292.69,1,5.18168,90.9004
521.475,1549.59,4.26035e+06,109.238,1,2.61757,68.4167,317.579,905.088,1.35009e+07,103.919,1,5.18168,0
1573.96,286.591,1.26487e+07,149.007,1,1,0,1664.92,325.478,1.11416e+07,56.436,1,1,0
128.549,1553.23,3.93293e+06,191.279,1,2.61757,114.028,164.862,1555.19,8.38938e+06,205.019,1,2.61757,91.2222
26.9727,287.873,7.3408e+06,178.678,1,2.61757,22.8056,70.7147,302.434,1.02244e+07,176.169,1,2.61757,22.8056
31.7512,286.992,3.99846e+06,83.4804,1,5.18168,11.3626,75.3667,301.731,7.3408e+06,83.5815,1,5.18168,11.3626
1149.95,508.636,5.83296e+06,240.654,1,2.61757,68.4167,1176.58,533.661,4.39117e+06,237.619,1,2.61757,68.4167
265.091,375.292,1.02894e+07,115.13,1,1,0,315.284,392.495,1.24521e+07,115.866,1,1,0
1186.43,509.052,1.40255e+07,265.149,1,5.18168,0,1218.1,542.561,9.43795e+06,84.549,1,5.18168,170.438
309.385,375.266,3.4089e+06,127.52,1,1,0,15.8948,196.638,1.10766e+07,138.335,1,1,0
36.2385,286.248,1.46153e+07,89.7673,1,2.61757,91.2222,80.2652,301.159,263167,88.5923,1,2.61757,91.2222
154.032,1553.9,1.56639e+07,282.999,1,2.61757,22.8056,336.793,1164.47,8.38886e+06,297.888,1,2.61757,159.639
236.268,376.229,4.52275e+06,110.603,1,5.18168,170.438,1264.85,580.059,5.89901e+06,96.4994,1,5.18168,79.5379
369.592,1554.4,1.19939e+07,9.38583,1,1,0,1013.07,772.906,7.14394e+06,87.7327,1,5.18168,56.8128
390.118,376.143,2.6217e+06,352.029,1,5.18168,124.988,447.373,392.732,5.96404e+06,339.147,1,5.18168,124.988
39.2589,703.639,2.16295e+06,172.539,1,1,0,111.375,345.368,8.78285e+06,100.576,1,2.61757,68.4167
415.048,1307.68,2.68774e+06,88.8619,1,5.18168,0,972.044,718.377,4.65331e+06,60.7131,1,2.61757,91.2222
80.5535,293.128,1.33701e+07,93.5062,1,2.61757,0,1594.54,1825.87,2.62195e+06,90.8724,1,5.18168,170.438
309.957,703.663,5.96454e+06,277.474,1,5.18168,90.9004,412.852,1497.72,1.12077e+07,273.503,1,5.18168,102.263
1074.59,454.163,983554,285.404,1,5.18168,102.263,1120.43,479.905,1.17972e+07,296.17,1,5.18168,102.263
218.244,1093.72,4.91597e+06,17.5196,1,1,0,1115.79,589.974,1.08142e+07,181.517,1,1,0
1097.74,454.036,1.2649e+07,88.2355,1,5.18168,0,1152.65,476.861,9.6343e+06,86.1652,1,2.61757,0
239.426,624.351,3.21178e+06,117.947,1,2.61757,159.639,282.811,639.494,6.48858e+06,114.995,1,2.61757,159.639
205.347,1094.1,5.24314e+06,284.343,1,5.18168,113.626,354.062,413.264,7.60294e+06,111.778,1,2.61757,0
321.505,510.62,1.19936e+07,337.885,1,1,0,347.723,462.068,3.60499e+06,246.145,1,2.61757,114.028
958.843,706.014,9.4377e+06,83.5383,1,5.18168,79.5379,930.465,665.95,1.21249e+07,91.2453,1,2.61757,22.8056
73.1491,1096.99,1.57312e+06,220.088,1,2.61757,91.2222,115.356,1109.72,1.01588e+07,218.173,1,2.61757,91.2222
1386.55,292.733,1.55983e+07,296.781,1,2.61757,0,757.11,145.985,1.34356e+07,112.234,1,5.18168,170.438
23.7204,705.1,7.14419e+06,92.5416,1,5.18168,56.8128,100.25,348.349,3.47418e+06,99.0571,1,5.18168,56.8128
1077.05,568.864,2.88461e+06,263.78,1,1,0,1119.83,588.102,1.34359e+07,263.575,1,1,0
1475.23,454.452,7.66797e+06,95.8021,1,2.61757,159.639,1514.24,466.893,2.22848e+06,94.8018,1,2.61757,159.639
1241.7,512.662,8.65126e+06,73.2404,1,2.61757,159.639,83.3317,442.584,1.31077e+07,104.878,1,5.18168,56.8128
104.965,1098.37,1.08137e+07,68.5219,1,5.18168,90.9004,149.91,1114.04,1.50088e+07,70.2289,1,5.18168,90.9004
258.327,511.562,1.07484e+07,106.085,1,1,0,890.625,633.763,4.32614e+06,310.306,1,1,0
341.933,705.282,1.31149e+06,268.506,1,5.18168,68.1753,969.152,714.615,3.73658e+06,90.3086,1,2.61757,68.4167
1108.34,622.351,3.08071e+06,268.636,1,2.61757,22.8056,1144.3,637.941,3.27732e+06,267.431,1,2.61757,22.8056
47.8949,294.305,9.76563e+06,135.536,1,1,0,91.0311,308.535,3.53971e+06,133.115,1,1,0
15.6956,623.703,1.1273e+07,93.0402,1,5.18168,79.5379,901.698,765.171,4.12928e+06,306.187,1,1,0
811.595,569.134,4.39142e+06,102.153,1,5.18168,45.4502,30.8094,509.751,8.06144e+06,93.1576,1,5.18168,79.5379
1036.26,569.868,1.1404e+07,122.769,1,5.18168,124.988,1078.68,585.158,4.39168e+06,120.281,1,5.18168,124.988
459.79,512.081,7.66822e+06,80.2122,1,2.61757,114.028,503.069,520.416,3.47418e+06,90.0679,1,5.18168,113.626
245.474,622.1,6.61965e+06,251.186,1,2.61757,22.8056,288.689,637.429,2.68749e+06,258.093,1,2.61757,22.8056
223.909,1099.21,1.43534e+07,65.1333,1,2.61757,45.6111,515.409,1505.85,1.51391e+07,84.0262,1,5.18168,79.5379
543.525,813.445,1.45492e+07,261.001,1,5.18168,68.1753,461.926,1439.3,2.6217e+06,264.883,1,5.18168,102.263
